result shown in seconds
totalTime: 18.9182205
joinFiles: 1.1538663
parsingDonationsFile: 12.4776825
parsingDonorsFile: 5.2866705
--------- results ---------
,1.7681222739999976E7
Colts Neck,10393.749999999998
Kiefer,2292.55
Judson,333.90999999999997
Great Valley,417.09000000000003
Carthage,42173.23
Guin,150.0
Nicolaus,45.67
South Richmond Hill,14528.39
Neponset,371.98
Dennysville,280.11
Trenary,355.0
Sherrills Ford,5097.28
Hosston,133.0
Poca,2664.1000000000004
Mattapoisett,7517.639999999999
Winthrop,23517.8
Eldora,1049.82
Oakley,57259.55999999999
Metairie,220859.34
Flossmoor,9053.92
Highland Park,131553.52000000002
Old Fields,200.0
Green Camp,89.61
Captain Cook,4807.280000000001
Hettick,50.0
Fred,75.0
Cazenovia,10078.640000000001
Kentfield,643.28
Watseka,2868.12
Wardell,50.0
Crested Butte,2068.14
Bellaire,42635.479999999996
Cloverdale,18937.359999999997
Hooksett,10327.560000000001
Dunmor,141.8
Randall,35.0
Lenox,4691.11
Beauty,331.92
Caryville,1537.2299999999998
Pixley,190.0
Brownton,35.0
Chesapeake City,1527.73
Emelle,130.0
Cobbtown,150.0
Yachats,1461.8100000000002
Covesville,76.0
Irene,35.0
Olar,289.0
Kayenta,281.21000000000004
Aitkin,2637.44
Gilbertown,517.69
Warren,96650.49
Gilmer,11022.67
Bentonville,78811.23999999999
Center Ridge,14599.01
Du Bois,22660.579999999998
Mount Jewett,100.0
Thomaston,12846.42
Fanwood,7540.8200000000015
South Amana,20.0
Medicine Park,350.0
Pinole,19888.63
Stover,899.11
Port Orchard,36252.84
Bluebell,120.0
Kahlotus,0.0
Lakehurst,357.65999999999997
Pinola,100.0
Fort Myers Beach,2772.86
Harwich Port,2383.12
Powers,665.0
Moorpark,61238.520000000004
Keenesburg,680.0
Ironwood,2153.07
Wilburn,25.0
Weldona,170.0
Corwith,20.0
Zionville,1872.3400000000001
Boardman,1889.3799999999999
Livonia,103547.73000000004
Tunnelton,985.5
Laughlin,1410.43
Macclenny,9557.560000000001
Drayton,490.78
Pahokee,499.23
Thackerville,60.3
Seminary,840.48
Colstrip,384.26
Bowdoinham,2730.71
Silver Springs,4009.3100000000004
South Bound Brook,1928.4099999999999
Peshtigo,721.0
Monroe Bridge,25.0
Bryans Road,430.0
Spring Church,50.0
Valley Center,14438.47
Sabana Grande,25.0
Netcong,491.5
Ellsworth AFB,120.0
Port Sanilac,147.48
Courtland,2367.43
Harleyville,663.3
Polkton,490.0
Northville,35304.38
Kingshill,1650.8400000000001
Jewett City,4248.950000000001
Willow Grove,19059.670000000002
Wellesley Island,265.0
Dunkerton,400.0
Mandeville,63603.76000000001
Put In Bay,171.0
Norristown,49286.57000000001
Rockwood,15406.39
Grannis,1810.12
Scotts Valley,31315.130000000005
Richey,25.0
Oley,1767.0
Friend,20.0
Sunnyside,41667.69000000001
Nice,40.0
Waukesha,76996.45999999998
Duchesne,962.31
Mojave,704.0
Gwynedd Valley,2273.02
Lake Elmo,7515.949999999999
Sardinia,125.0
Seguin,36078.39
Olds,50.0
Paragon,100.0
Ozawkie,603.85
Wathena,110.0
Harbor City,21147.370000000003
La Farge,946.9699999999999
Roaring Branch,18.32
Richardson,95702.28999999998
Hiram,11239.13
Copper City,153.0
Pleasant Hope,718.13
Teasdale,850.0
Greenbrae,86500.05
Melber,262.15
Coal Center,530.0
Beggs,335.0
Dobbs Ferry,21284.97
Lingleville,40.0
Webbers Falls,30.0
Mankato,23335.479999999992
Kearny,20326.409999999996
Choccolocco,50.0
Angie,1296.42
Loves Park,9590.839999999998
Milligan College,460.0
Walford,190.76
Pricedale,57.92
Stonington,10165.65
West Granby,1018.48
Scales Mound,180.0
Eola,60.0
Goodlettsville,11656.94
Warroad,1099.1799999999998
Lake Fork,110.0
Rapidan,500.0
New Hampton,11455.51
Olga,100.0
Metropolis,5326.589999999999
Toughkenamon,50.0
Stanfield,796.14
Pebble Beach,12837.87
Cedar Valley,131.66
Yeagertown,360.0
Polo,250.0
Laguna Niguel,82769.72999999998
Olin,243.64
Ganado,750.0
Sedley,185.0
East Setauket,25295.719999999998
Harbor Beach,1877.03
Lanagan,70.0
Ruso,25.0
Middletown,218876.11999999997
Schaumburg,57940.09
Rusk,2596.81
Austerlitz,120.0
Spring Hope,3314.62
Grand View,300.55
Rush,6131.59
Des Allemands,600.62
Lore City,111.0
Anthony,4692.49
Fullerton,190371.63999999998
Pauls Valley,6766.029999999999
Roxbury,10207.35
Kaneohe,34616.1
Sunman,410.0
Corte Madera,360048.8899999997
Crawfordsville,8982.390000000001
Cowiche,335.0
Folly Beach,6445.41
Lawson,712.28
Follansbee,1372.4099999999999
Oldhams,200.0
Sandwich,21246.679999999997
Santa Monica,328666.5199999999
Mechanicsville,101010.68999999999
Housatonic,813.81
Polk,630.0
Suncook,4130.84
Barhamsville,195.0
Mount Pocono,501.0
Pequot Lakes,1457.56
Moss Point,70785.89000000003
Kendalia,64.50999999999999
Sumterville,24577.859999999986
Gobler,25.0
Rock Hill,131362.37999999998
Braham,190.0
Olla,40.0
Parsonsburg,390.0
Story,492.49
Daytona Beach,59326.98000000001
Goliad,327.0
Willis Wharf,37.0
Crozet,5545.2
Rutland,26123.700000000008
South Haven,15483.490000000002
South Shore,428.0
Marco Island,10124.41
Webster,47610.0
Ruth,60.0
South Londonderry,5572.770000000001
Forest Ranch,2609.01
Waterville,16268.769999999997
Mahopac,16283.009999999998
Ellenton,6809.66
Hilltown,85.0
Newark Valley,1149.6599999999999
Tarrs,320.0
Sterling Heights,45892.320000000014
Rices Landing,224.51999999999998
Polkville,65.0
Bouton,100.0
Perrinton,3720.62
Nachusa,25.0
Brookport,25.0
Marlin,1022.0999999999999
Red Bay,862.6899999999999
Litchfield Park,24242.730000000007
Huntsburg,110.0
Stanardsville,2690.13
Magdalena,1327.27
Jonesburg,275.0
Napanoch,25.0
North Powder,243.95
Tully,7172.829999999999
Pope,185.0
Dix,65.0
Nanjemoy,833.05
Lecompte,862.94
Spring Creek,6122.64
Green Isle,637.21
Paupack,125.0
Arroyo,50.0
Cullman,14523.270000000002
Wanamingo,135.0
West Simsbury,3534.4300000000003
Dulce,301.0
Soudan,120.0
Birnamwood,300.0
Stone,500.0
Fort Washington,34221.47
Porum,75.0
Orchard,35.0
Tulia,370.0
Riverdale,29279.910000000003
Brookhaven,19681.84
Glenwood Landing,1107.05
Olpe,524.44
Whitesboro,4836.13
Ullin,379.0
Buffalo,216540.3200000001
Mooreland,2626.7999999999997
Saint Marie,115.0
Cedar Falls,24248.030000000002
Clarks Mills,15.0
Winnebago,4266.299999999999
Zwolle,330.0
Mallory,50.0
Meadville,12456.96
Groesbeck,2761.71
Ringgold,19493.400000000005
Marmora,8441.49
Dassel,1008.72
Perrin,449.95
Patoka,35.0
Caddo Mills,4199.5
Beaver Island,475.0
Miller,349.59000000000003
Perris,19986.679999999997
Shelbyville,32531.54
Glenns Ferry,1547.6599999999999
Centerview,310.0
Millen,546.71
Rosanky,125.0
Spotswood,8352.87
Sarepta,772.3000000000001
Surry,1193.0
West Hempstead,12563.49
Brandenburg,2452.03
Lutsen,301.0
Dulac,110.0
East Bernard,630.0
Pemberville,425.0
Claxton,2494.4400000000005
Muskogee,9218.09
Hayti,335.0
Blue Mountain,522.5
Powderly,604.51
Schuyler,635.0
Equinunk,380.0
Brayton,85.0
Welch,1943.52
Cassoday,170.0
Winterville,33419.25
Butner,644.0
Block Island,3344.4
Wixom,7100.1
Random Lake,3585.4800000000005
Saulsbury,35.0
Otterbein,120.0
Lafayette Hill,16205.289999999999
Post,1355.0
Red House,179.0
Reardan,995.41
Boiling Springs,4656.299999999999
Los Fresnos,2330.5299999999997
Quinlan,6789.6
Wareham,4730.92
Patrick Springs,225.0
Ventress,1176.25
Gobles,2205.55
Poth,599.0
Pyote,19.51
Oreland,7867.9
Mokena,28460.150000000005
Shawboro,108.0
Gatlinburg,2756.49
Wakonda,305.0
Clarksville,72641.01000000001
Grandfield,0.0
Johnstown,38318.420000000006
Croton Falls,2382.3
Ellington,20751.710000000003
Turbeville,1363.69
Sturgis,13981.520000000002
Norris City,420.0
Secor,35.0
Millfield,550.56
Penfield,8762.36
Crystal Bay,475.0
Parlier,125.0
New Harmony,1190.24
Palmdale,47111.780000000006
Crossnore,1171.43
Herndon,108846.67999999998
Grovertown,565.0
Custar,301.22
Aniak,753.56
Saint Marks,10.0
La Cygne,144.0
Clearville,358.37
Thendara,25.0
Altadena,59559.46999999999
Hitchcock,9356.69
Ostrander,2395.1800000000003
Fombell,594.8
Dow,170.0
Veneta,3011.5
Pike Road,8339.59
Douglas,17778.77
Groveport,6017.570000000001
Fosston,2783.53
Acme,2913.8199999999997
Posen,976.44
Sykeston,175.0
Newtown,79455.93000000001
Galena Park,2118.17
Canyonville,454.16999999999996
Camden Wyoming,6583.86
River,240.0
Hermann,1094.26
Guerneville,1311.29
Port Angeles,22364.660000000003
Darby,6760.01
Dayville,2514.48
Sandy Springs,70.0
Hartfield,2178.84
Oolitic,510.0
Huson,505.0
Southside,535.52
Ribera,25.0
Singers Glen,110.0
Tonasket,710.0
Hatteras,160.0
Lagrangeville,3943.3300000000004
Brock,150.0
North Ridgeville,13477.960000000003
Temple,37773.630000000005
Findlay,23732.81
Gravel Switch,30.0
Wisconsin Rapids,9936.43
Newnan,59290.20999999999
Ashley,1419.41
Meadow Valley,50.0
Gatesville,11922.71
Ellis Grove,110.0
Planada,91.45
Graniteville,4474.840000000001
Saint Clair Shores,28654.420000000002
Kankakee,4813.21
Dublin,203030.09999999995
Siler City,9137.300000000001
Rienzi,441.68
Mayslick,338.34000000000003
Wawaka,260.0
Stowe,2667.17
Fort Kent Mills,40.0
Middletown Springs,476.38
Newaygo,6436.469999999999
Shasta,1385.0
Coward,776.0
Idaho Falls,26759.999999999993
Mount Sinai,16266.519999999999
Cortez,12051.829999999998
Marlow,9762.849999999999
Carolina,3460.19
Varnell,25.0
Tulsa,473655.31000000023
West Palm Beach,294213.18000000017
Fairport,40220.68999999999
Clam Gulch,50.0
Gordonville,260.0
Powell,113672.97000000003
Wells,10904.67
Deming,5365.540000000001
Cookeville,27295.649999999998
Morrill,1405.83
Warrenton,42469.289999999986
Haltom City,13050.000000000002
North Providence,3821.19
Frostproof,1192.33
Boutte,1203.1100000000001
Humptulips,65.0
Shelter Island,2212.5
Cohasset,4653.530000000001
Kingsford Heights,10.0
Husum,550.0
Stanberry,110.0
Canisteo,372.72
Ball Ground,10440.900000000001
Spruce,680.99
Nebraska City,1901.99
South Casco,325.0
Attica,10156.78
Stout,185.0
Wilson,84108.19
Lincolnwood,21432.140000000003
Manning,8349.01
Homeworth,350.0
Sherwood,52473.87
Acra,275.0
Enderlin,95.0
Bruceville,11012.150000000001
Hopatcong,4444.91
Climax Springs,997.6
Glenside,41317.36
Pepperell,26718.049999999992
Irvona,755.3199999999999
Newcomerstown,1321.8600000000001
Grethel,10.0
Lecanto,3476.55
Silver Plume,20.0
Rising City,100.0
Naturita,10.0
Meshoppen,525.0
Northumberland,705.0
Chireno,195.0
Whitehouse,7322.2
Dahlgren,5949.759999999999
Bridgeville,18645.319999999996
Spearfish,3866.01
South Hamilton,7897.58
Nixa,19995.03
Vinegar Bend,55.0
Warsaw,18496.319999999992
Hallam,324.0
Overbrook,789.0
Forestburgh,50.0
Belton,35975.13
Palouse,325.0
Wrentham,6644.410000000001
Van Wert,6129.039999999999
White Water,150.0
Fluker,20.0
Browns Valley,330.0
Bridger,209.99
Huntington Station,41031.15
Calhoun Falls,250.0
Bassfield,10.0
London,10696.239999999998
Eastern,100.0
West Islip,18978.15
Camdenton,5272.45
Hickory Hills,10779.27
North Eastham,335.0
Bob White,585.0
Borrego Springs,1904.74
Monona,446.8
Burgin,261.0
Tyaskin,433.33000000000004
Shavertown,6320.28
Manomet,200.0
Marysvale,50.0
Weatherly,270.0
Brookshire,7689.08
Sulphur Springs,3449.9599999999996
Goldsboro,42597.3
Little Elm,25117.199999999997
Rives Junction,686.0
South Beloit,6779.94
Alderpoint,205.0
Morehead City,20642.269999999997
Wanatah,1401.57
Amery,1458.88
North Branford,7623.459999999999
Green Mountain Falls,208.26
Fedscreek,190.0
Village Of Nagog Woods,1246.76
North Springfield,106.06
Northridge,149688.87999999995
Vincennes,27762.370000000003
Calvin,435.88
Jordan Valley,726.46
Pattison,806.91
Hughes,250.0
Northborough,13699.2
Duquesne,110.0
Beatty,300.0
Esom Hill,750.0
Hawley,34137.479999999996
Winnsboro,7574.64
Hoyt Lakes,194.0
Omak,931.3199999999999
Batesburg,3038.03
Melbourne,173822.40000000002
Fordoche,550.23
Schuyler Falls,1267.95
Penns Grove,4373.59
Leonidas,475.0
Glen Easton,155.0
Kensett,35.0
Epes,25.0
Custer,3235.48
Saint Marys,18262.140000000003
Bonfield,155.0
Kaukauna,10229.73
Ontonagon,1099.0
Palm Beach,14879.670000000004
Pennsylvania Furnace,753.7299999999999
Rochester,486362.6600000002
Greenwood,164690.22999999995
Mount Croghan,645.36
Cypress Inn,10.0
Grantsville,7858.889999999999
Surveyor,0.0
Slocum,125.0
Sweeny,6908.780000000001
Twelve Mile,50.0
Boligee,55.0
Breinigsville,7991.549999999999
El Cajon,76268.87999999998
Ossipee,181.32
Sweetwater,5108.009999999999
Julian,3083.24
Beecher City,560.0
Rome City,15.0
Arbuckle,2333.81
Bairdford,255.0
Hazel,295.0
Center Valley,2492.7
Hazen,3978.6200000000003
Millry,230.0
Lakota,340.73
Dennis Port,682.71
Davis City,75.0
Madison Heights,25141.33
Mayport,395.0
Longmeadow,18547.83
Welsh,727.41
Fairmount City,856.13
Cumming,140037.33000000002
De Kalb,3066.4599999999996
The Colony,30679.669999999984
Foster,6966.11
Masontown,2132.89
Croydon,5278.47
Selden,7488.76
Saint Michael,8680.08
Streetsboro,5215.419999999999
Cottonport,354.0
Mcloud,6747.85
Ancramdale,58.0
Eakly,335.0
Appleton City,406.32
Albia,9646.28
Animas,898.2
Johnsonville,6817.75
South Ryegate,840.0
Cos Cob,9681.939999999999
McGehee,146.28
Albin,100.0
Fort Lupton,1755.6699999999998
Sedan,270.0
Huntley,11731.67
Satsop,25.0
Battery Park,400.0
Ulmer,20.0
Redding,81611.15999999997
Steep Falls,635.0
Gibson Island,50.0
Navajo,210.0
Meridale,25.0
Wolfeboro,8738.8
Southaven,17118.68
Somerton,6033.09
Royal City,5520.07
Smicksburg,150.0
Cripple Creek,150.0
River Edge,26239.720000000005
Millis,5806.150000000001
Mansfield Center,10938.49
Tarpley,91.52
Pocomoke City,615.05
Mineral Point,13424.81
Gila Bend,1129.8200000000002
Hohenwald,270.0
Suffern,18543.699999999997
Mont Clare,585.0
Martelle,930.94
Whitewright,2157.23
Tunbridge,186.32
Jamul,4917.24
Good Thunder,85.0
Hallie,215.0
Grambling,267.11
Elkin,25314.189999999995
Rantoul,6334.120000000001
Burgaw,2095.51
Pretty Prairie,10.0
Mahanoy Plane,50.0
Blanding,1363.7
Redford,14817.479999999998
Pen Argyl,1936.5
Terreton,25.0
White House,7096.450000000001
Ibapah,0.0
Fond Du Lac,24147.88
Rydal,524.3299999999999
Ridgedale,2724.87
Moyock,7298.49
Franklinton,50587.840000000026
Pahrump,14253.720000000001
Norman Park,1485.69
Towson,66252.43
Bellflower,22152.860000000004
Red Cliff,50.0
Pacoima,36528.22
Sayre,809.0
North Las Vegas,74042.40000000002
Allenwood,740.53
Central,9007.23
North Manchester,2005.8899999999999
Mobridge,4342.91
Printer,114.58
Fountain Hills,12818.720000000001
Mount Dora,19732.780000000002
Salt Rock,125.0
Jacobsburg,125.0
Groveoak,0.0
Port Deposit,605.65
Kinsley,732.51
Ventura,139806.31
Secondcreek,194.22
East Orland,25.0
Nordheim,25.0
East McKeesport,1126.0
Blue Mounds,452.3
Blanford,50.0
Grindstone,45.0
Kaw City,10.0
Ulman,0.0
Shelburn,487.66999999999996
Eek,100.0
Saint Agatha,205.0
Pegram,1031.22
Adak,100.0
Rickreall,70.0
Marion Center,220.0
Shattuck,631.9300000000001
Peckville,315.0
Novinger,7073.33
Pomaria,670.51
Wyocena,105.0
Bryn Athyn,1235.0
Hawaiian Gardens,1346.2199999999998
Hagerman,1055.45
Claude,291.01
Prairie Du Sac,3621.3399999999997
Ruthven,135.0
Lucama,1609.0
Due West,992.4300000000001
Hazel Green,2243.75
Hessmer,115.0
Centerbrook,200.0
Atchison,4597.16
Sonora,62473.07999999999
Tafton,415.77
Jarratt,1779.87
Shiocton,904.56
Paramount,9972.199999999999
Fonda,1042.1100000000001
Washington Island,71.82
Taylors Island,65.0
Robinsonville,741.42
Hernando,16494.21
Millersview,50.0
Condon,1769.01
Horn Lake,1996.07
England,300.0
Barboursville,6065.210000000001
Kauneonga Lake,25.0
Emmaus,11218.470000000001
Barrackville,1018.46
Cedar,1829.35
Cobalt,394.74
Ballinger,1979.3
Kevil,390.58
Olney Springs,275.0
Auke Bay,1416.22
West Danville,20.0
Alder,75.0
Fort Howard,10.0
Evanston,417752.5700000003
Alden,3562.7799999999997
Hopewell,13285.180000000002
Parkersburg,16580.989999999998
Blue Ridge Summit,125.0
Epps,50.0
Rockville,159155.94999999998
Hennepin,135.0
Quebeck,25.0
Dunlap,36335.33
Little Meadows,300.0
Adel,32989.170000000006
Middlesex,9843.520000000002
Gualala,6137.91
Kennebunkport,3451.89
Donnybrook,0.0
Surrey,1580.57
Snohomish,70813.93000000001
Troupsburg,365.0
Ephrata,11275.649999999998
Soledad,3920.56
Suwanee,58663.62
Starkville,24667.6
Titusville,37654.060000000005
Bonner Springs,5072.07
Elmer,3037.11
Shoreham,4041.39
Red Rock,1394.5
Waterford Works,1608.19
Nutley,19535.660000000003
Kinard,310.0
Sebasco Estates,45.0
Coxs Creek,1797.6299999999999
Somerset,64353.75000000003
Morongo Valley,406.28
Wellford,1905.79
Kennedale,5658.95
Hackensack,26578.05
Lascassas,1995.0
Firebaugh,3858.58
Hydaburg,99.0
Williamstown,29287.860000000004
Morning View,519.0
Summerfield,43918.15999999999
Vashon,7251.61
Skidmore,175.0
North East,11842.490000000002
Imperial,63369.22999999999
Maryland Line,10.0
Mcminnville,13080.349999999999
Donora,594.15
Lomax,125.0
Sinks Grove,13.59
Elk,2019.0
East Bethany,20.0
Kittery Point,836.5
Oak Bluffs,1791.05
Chalk Hill,193.43
Ely,7939.25
Trinidad,3814.77
Defuniak Springs,4369.45
Omro,3564.35
Elfin Cove,100.0
Strum,1682.58
Saint Bonaventure,10.0
South Houston,2804.98
Elsberry,808.78
Sun River,300.0
Hackberry,275.0
Bustins Island,2012.7599999999998
King Of Prussia,18654.81
South Dennis,2207.0
Vado,172.0
Mount Bethel,395.0
Bethalto,3999.02
Broadway,8918.130000000001
Wellesley,13904.47
Grassy Meadows,15.0
Mcdonough,67345.3
La Habra,39017.759999999995
Ranchos De Taos,3852.42
Abbotsford,20.0
Charles Town,6536.46
Oro Grande,50.0
West Dummerston,10.0
South Glens Falls,3969.54
Moorhead,25645.36
Taneytown,1593.21
Embarrass,25.0
Vernon,3557.3100000000004
Mulliken,830.0
Neptune Beach,6118.04
Mer Rouge,50.0
Tebbetts,140.0
Dumas,1676.5900000000001
Sandy Level,0.0
Dupree,125.0
Pena Blanca,10.0
Battle Mountain,895.0699999999999
Funston,25.0
Vail,13105.160000000002
Commerce,15955.289999999997
Ephraim,5705.119999999999
Vevay,524.0
Ironton,3233.06
Shirley,11878.45
Rootstown,642.2
Monkton,4131.879999999999
Winnabow,4880.1900000000005
Nelson,1206.51
Copake Falls,270.0
Center Barnstead,2092.0299999999997
Cedarpines Park,235.0
Adna,100.0
Kreamer,50.0
La Monte,50.0
Rushville,3565.94
Riddle,456.6
Era,20.0
Lake Powell,25.0
Lake Jackson,16261.710000000001
Mars Hill,4682.66
Latonia,8505.14
De Land,490.0
Placerville,11710.16
Plummer,125.0
Procious,585.0
Mohall,165.0
Diboll,683.0
Hawarden,745.8399999999999
Holy Cross,0.0
East Wenatchee,5757.96
Cogswell,15.0
Volant,355.0
Grant Park,798.45
Conehatta,260.0
Pickrell,20.0
Glade,65.0
Stottville,50.0
Kennett Square,14550.96
Hermansville,1100.56
Hanceville,1120.4
New Lebanon,2453.41
Weott,150.0
Guilderland,2343.78
Fairless Hills,6124.29
Northampton,20936.920000000002
Ticonderoga,973.13
McDaniels,80.0
New Oxford,4464.790000000001
Red Bud,1540.5900000000001
Turtle Lake,984.52
Kane,935.5
Bradshaw,75.0
Hodge,20.0
Cataumet,313.31
Crossville,19252.9
East Montpelier,566.35
Owasso,52303.02000000001
Wilmore,2359.93
Barnegat,8046.650000000001
Hansen,730.0
Deposit,188.0
Somers,15634.029999999999
Robeline,977.0
Meansville,1480.94
Bozeman,115244.19000000005
Otter Lake,839.75
Vale,2626.0699999999997
Hackleburg,25.0
Jenkins,460.0
Tennga,50.0
Eva,50.0
West Topsham,125.0
Wheelersburg,1793.51
Carmichael,69880.3
Youngtown,1986.11
Armstrong Creek,25.0
North Bergen,13327.099999999999
Galatia,1477.66
Kennedyville,210.0
Bastrop,14281.369999999999
Picayune,5691.11
Dresden,3682.18
Elizabethton,12605.199999999999
Kershaw,7338.709999999999
San Pablo,60872.87
Pulaski,16259.579999999998
Cannelton,95.0
Lometa,756.91
Rotonda West,6495.870000000001
Albert Lea,9754.65
Arvin,6597.46
Rentiesville,54.42
West Park,25.0
Saguache,60.0
Newtonville,13190.849999999999
Penelope,135.0
East Alton,1905.3799999999999
Escalon,2918.95
Bradleyville,211.86
Parker City,1567.38
Pilgrim,30.0
Eastman,4645.320000000001
Glen Saint Mary,1272.8400000000001
Adelanto,7776.759999999999
Chestnutridge,450.0
Fort Loudon,100.0
Ages Brookside,10.0
Bentleyville,725.0
Hanska,535.0
Timbo,375.0
Swisher,5515.9
Remer,25.0
Timberville,741.78
East Otis,523.3199999999999
Wapiti,100.0
Bellows Falls,550.0
Kew Gardens,15079.9
Southgate,19033.04
Ocean Bluff,349.0
Skipperville,350.0
Critz,50.0
Brunsville,50.0
Paincourtville,195.0
Humphrey,542.5
Fossil,368.33
Palos Park,6741.320000000001
Wilmont,250.0
New Vineyard,120.0
Luverne,1025.68
Cutten,85.0
Aniwa,100.0
Gas City,1270.35
Vass,2582.3499999999995
Rabun Gap,242.53
Dougherty,115.0
Lebanon Junction,930.0
Wailuku,11274.13
Haines Falls,85.0
Kosse,145.0
Sapphire,525.0
Katy,412180.3900000001
Dilley,604.24
Ray City,261.0
Kaysville,51114.719999999994
Adolphus,343.26
Ardara,100.0
Newbury,7876.69
Central Lake,872.72
Butterfield,324.0
Santa Clarita,171757.2099999999
Elk Creek,200.0
Cayey,369.0
Clyde,8135.43
Newburg,2510.34
Kerens,4798.969999999999
Baylis,0.0
Cumberland Furnace,60.0
Old Zionsville,50.0
Gunnison,3870.5
Roxboro,27091.17
Hales Corners,4863.1900000000005
Waiteville,0.0
Feeding Hills,7888.29
Cayce,7867.680000000001
Stahlstown,710.0
Bogue Chitto,1943.08
McBee,2962.96
Carol Stream,21396.0
Headland,2429.99
Gallatin,29315.45
Oblong,790.0
Orwigsburg,853.58
Medimont,25.0
Alcoa,11631.079999999998
Floyds Knobs,6889.29
East Wakefield,270.0
Springwater,250.0
Quebradillas,50.0
Divide,1092.3899999999999
Alstead,962.95
Glade Hill,1744.55
Hanson,20905.739999999998
Glen Gardner,1116.98
Hubbell,290.0
Oakland Gardens,31978.699999999997
Long Prairie,365.34
Frenchburg,170.0
Siletz,525.0
Osterville,1902.56
Beloit,28294.489999999998
Rolling Prairie,2381.7000000000003
Okeene,2771.91
Willisburg,170.0
Collins,2317.07
Haugan,265.0
Willow Springs,5042.16
Lerona,300.0
Blythedale,275.25
Richgrove,500.0
Lowpoint,70.0
Herrick,225.0
West Chester,143749.88999999996
Shumway,25.0
Plattsburgh,7222.17
Dolores,1170.94
Anthem,33552.020000000004
Crescent Valley,50.0
Belfield,598.09
Winter Beach,740.08
Dunellen,4416.120000000001
Emory,3868.53
Capitol Heights,14852.269999999999
Apache Junction,10.0
Cecil,11481.960000000003
Morrisdale,1899.5
Saint Ignatius,251.26999999999998
Sassafras,194.8
